95,85,32400
99,15,12996
84,95,32041
30,89,14161
87,49,18496
9,33,1764
60,68,16384
98,20,13924
18,29,2209
86,0,7396
72,53,15625
82,9,8281
53,92,21025
38,17,3025
99,84,33489
9,42,2601
66,89,24025
100,6,11236
13,31,1936
83,7,8100
21,7,784
72,6,6084
29,74,10609
17,68,7225
65,73,19044
60,40,10000
28,84,12544
40,88,16384
57,91,21904
10,57,4489
73,25,9604
34,98,17424
87,58,21025
70,92,26244
96,42,19044
56,97,23409
11,94,11025
87,14,10201
45,19,4096
78,15,8649
22,84,11236
92,33,15625
37,11,2304
35,82,13689
2,16,324
22,72,8836
60,32,8464
58,37,9025
1,24,625
96,13,11881
91,97,35344
52,37,7921
25,27,2704
56,82,19044
37,51,7744
89,91,32400
20,66,7396
6,51,3249
15,62,5929
45,27,5184
9,68,5929
34,59,8649
61,5,4356
65,39,10816
61,16,5929
49,9,3364
13,5,324
92,60,23104
29,11,1600
59,94,23409
92,62,23716
18,79,9409
50,3,2809
4,72,5776
1,76,5929
98,66,26896
92,32,15376
54,77,17161
99,21,14400
56,65,14641
19,79,9604
45,93,19044
11,97,11664
77,23,10000
54,84,19044
92,4,9216
73,41,12996
3,76,6241
75,90,27225
35,74,11881
100,71,29241
95,56,22801
69,51,14400
39,91,16900
9,14,529
8,59,4489
18,40,3364
72,43,13225
74,2,5776
64,46,12100
59,27,7396
14,35,2401
100,55,24025
28,46,5476
55,43,9604
56,34,8100
53,65,13924
84,15,9801
65,94,25281
13,79,8464
94,30,15376
95,72,27889
8,31,1521
91,19,12100
22,87,11881
37,53,8100
62,1,3969
86,30,13456
63,72,18225
82,34,13456
63,24,7569
5,57,3844
94,26,14400
34,30,4096
15,94,11881
78,38,13456
81,51,17424
57,82,19321
11,83,8836
70,56,15876
86,11,9409
38,67,11025
12,26,1444
0,8,64
25,9,1156
10,99,11881
6,45,2601
70,73,20449
5,0,25
59,13,5184
9,65,5476
41,24,4225
16,30,2116
73,70,20449
34,92,15876
15,9,576
18,1,361
71,3,5476
79,31,12100
51,48,9801
8,19,729
35,12,2209
0,27,729
54,0,2916
83,88,29241
16,74,8100
13,61,5476
21,96,13689
68,10,6084
60,83,20449
66,97,26569
19,13,1024
60,9,4761
48,69,13689
100,95,38025
54,81,18225
5,67,5184
41,66,11449
79,49,16384
25,70,9025
43,64,11449
41,72,12769
23,28,2601
40,56,9216
93,55,21904
45,36,6561
80,8,7744
84,58,20164
36,64,10000
76,35,12321
34,20,2916
29,82,12321
19,71,8100
49,94,20449
37,51,7744
32,24,3136
43,73,13456
70,68,19044
33,22,3025
41,80,14641
28,68,9216
7,45,2704
2,82,7056
15,8,529
5,96,10201
35,77,12544
48,70,13924
96,11,11449
79,75,23716
54,40,8836
73,96,28561
84,7,8281
11,96,11449
18,36,2916
50,100,22500
98,21,14161
57,60,13689
62,49,12321
25,40,4225
57,47,10816
91,10,10201
89,40,16641
64,51,13225
6,73,6241
8,61,4761
62,22,7056
100,98,39204
20,55,5625
35,40,5625
30,88,13924
61,56,13689
26,10,1296
70,27,9409
96,46,20164
14,30,1936
48,86,17956
34,86,14400
53,34,7569
18,55,5329
28,8,1296
39,36,5625
72,100,29584
42,59,10201
3,60,3969
30,78,11664
61,86,21609
58,52,12100
40,86,15876
47,30,5929
53,88,19881
2,44,2116
92,77,28561
26,87,12769
25,57,6724
40,87,16129
94,44,19044
56,37,8649
22,57,6241
90,57,21609
71,83,23716
73,41,12996
40,46,7396
46,99,21025
89,43,17424
98,76,30276
12,25,1369
74,24,9604
43,66,11881
13,1,196
77,23,10000
55,63,13924
17,0,289
55,51,11236
65,78,20449
0,87,7569
0,16,256
68,39,11449
96,39,18225
28,1,841
42,37,6241
49,39,7744
95,96,36481
56,30,7396
95,54,22201
63,48,12321
5,8,169
51,91,20164
15,67,6724
42,100,20164
87,73,25600
97,77,30276
83,58,19881
33,9,1764
50,6,3136
0,97,9409
90,16,11236
22,98,14400
47,20,4489
92,41,17689
88,74,26244
85,45,16900
16,98,12996
73,3,5776
62,87,22201
19,71,8100
61,26,7569
42,43,7225
25,1,676
92,90,33124
56,44,10000
72,94,27556
28,65,8649
63,0,3969
78,26,10816
98,22,14400
89,90,32041
19,82,10201
84,91,30625
80,95,30625
100,13,12769
78,67,21025
59,77,18496
39,85,15376
49,2,2601
20,35,3025
48,59,11449
72,83,24025
49,22,5041
65,44,11881
100,67,27889
70,83,23409
43,51,8836
93,71,26896
62,33,9025
71,46,13689
43,30,5329
56,8,4096
38,58,9216
69,87,24336
53,43,9216
62,78,19600
27,33,3600
8,98,11236
25,41,4356
31,59,8100
96,85,32761
27,75,10404
80,78,24964
71,32,10609
73,0,5329
79,10,7921
82,24,11236
50,51,10201
60,86,21316
35,59,8836
65,10,5625
59,43,10404
90,74,26896
100,8,11664
80,83,26569
79,97,30976
5,98,10609
49,16,4225
11,89,10000
8,33,1681
37,7,1936
7,55,3844
41,13,2916
25,49,5476
6,12,324
8,75,6889
8,60,4624
0,6,36
16,77,8649
11,0,121
97,50,21609
93,91,33856
97,52,22201
22,16,1444
90,15,11025
47,69,13456
93,46,19321
30,84,12996
21,41,3844
89,19,11664
71,19,8100
42,55,9409
11,73,7056
25,48,5329
89,99,35344
31,94,15625
64,18,6724
33,58,8281
71,85,24336
66,94,25600
6,0,36
97,75,29584
82,88,28900
8,40,2304
60,34,8836
1,60,3721
2,95,9409
65,69,17956
40,42,6724
14,43,3249
37,38,5625
4,30,1156
17,70,7569
23,63,7396
33,70,10609
91,34,15625
79,62,19881
61,54,13225
56,18,5476
63,92,24025
5,33,1444
80,69,22201
82,82,26896
84,98,33124
2,88,8100
45,1,2116
11,57,4624
0,83,6889
36,10,2116
85,57,20164
48,70,13924
10,2,144
50,24,5476
88,21,11881
99,72,29241
45,27,5184
74,100,30276
52,65,13689
40,40,6400
77,54,17161
27,68,9025
24,68,8464
86,70,24336
23,94,13689
14,53,4489
28,76,10816
45,80,15625
42,52,8836
16,94,12100
97,41,19044
54,26,6400
82,87,28561
97,25,14884
100,34,17956
31,73,10816
53,62,13225
86,52,19044
52,41,8649
41,45,7396
90,67,24649
35,2,1369
58,58,13456
31,95,15876
60,50,12100
72,41,12769
54,62,13456
64,80,20736
2,36,1444
99,36,18225
19,4,529
5,87,8464
73,15,7744
79,58,18769
64,12,5776
46,30,5776
7,40,2209
91,73,26896
5,70,5625
24,84,11664
98,44,20164
88,37,15625
59,4,3969
26,35,3721
67,46,12769
5,67,5184
32,95,16129
92,65,24649
65,87,23104
98,15,12769
20,60,6400
74,91,27225
8,76,7056
33,66,9801
49,68,13689
12,94,11236
11,93,10816
0,69,4761
49,0,2401
31,36,4489
24,46,4900
8,73,6561
38,56,8836
4,62,4356
85,83,28224
97,24,14641
2,73,5625
68,22,8100
81,4,7225
90,88,31684
95,2,9409
55,79,17956
23,88,12321
43,40,6889
93,1,8836
8,94,10404
96,35,17161
18,21,1521
99,92,36481
65,31,9216
57,46,10609
78,3,6561
49,41,8100
35,4,1521
68,51,14161
93,25,13924
97,14,12321
86,62,21904
20,82,10404
76,31,11449
45,93,19044
96,22,13924
67,99,27556
83,24,11449
76,96,29584
55,82,18769
88,21,11881
36,66,10404
20,52,5184
55,99,23716
18,0,324
50,27,5929
50,92,20164
79,99,31684
60,11,5041
68,75,20449
43,91,17956
89,67,24336
62,59,14641
47,39,7396
96,82,31684
31,35,4356
96,24,14400
43,22,4225
42,40,6724
56,94,22500
78,94,29584
17,3,400
33,20,2809
57,13,4900
71,1,5184
39,51,8100
64,69,17689
47,29,5776
36,56,8464
47,60,11449
35,27,3844
78,34,12544
13,88,10201
30,36,4356
57,64,14641
27,77,10816
97,29,15876
22,82,10816
51,7,3364
83,92,30625
76,78,23716
87,12,9801
29,21,2500
45,12,3249
82,10,8464
92,68,25600
19,0,361
65,97,26244
91,69,25600
29,45,5476
19,85,10816
1,31,1024
74,43,13689
82,46,16384
75,93,28224
25,48,5329
63,0,3969
36,78,12996
33,15,2304
52,2,2916
23,22,2025
36,19,3025
95,20,13225
45,93,19044
67,15,6724
6,30,1296
2,54,3136
41,57,9604
30,50,6400
55,89,20736
77,42,14161
97,74,29241
60,88,21904
8,39,2209
7,48,3025
56,15,5041
46,33,6241
72,77,22201
61,35,9216
9,69,6084
51,100,22801
29,14,1849
20,31,2601
42,34,5776
0,48,2304
20,100,14400
84,63,21609
93,62,24025
10,24,1156
81,68,22201
99,36,18225
55,22,5929
21,91,12544
63,18,6561
73,96,28561
30,69,9801
95,83,31684
37,61,9604
93,6,9801
1,55,3136
94,69,26569
54,87,19881
57,1,3364
76,25,10201
47,28,5625
39,61,10000
91,57,21904
71,71,20164
17,100,13689
53,94,21609
73,33,11236
41,81,14884
1,72,5329
83,30,12769
78,3,6561
3,54,3249
16,18,1156
99,29,16384
89,84,29929
68,2,4900
74,82,24336
36,44,6400
39,59,9604
3,43,2116
29,46,5625
89,4,8649
73,0,5329
81,100,32761
63,94,24649
84,60,20736
56,44,10000
24,52,5776
28,89,13689
98,49,21609
55,59,12996
8,24,1024
60,19,6241
46,40,7396
31,1,1024
37,50,7569
98,56,23716
76,90,27556
2,20,484
24,66,8100
58,89,21609
30,0,900
55,28,6889
6,51,3249
66,18,7056
14,8,484
25,69,8836
35,30,4225
1,51,2704
76,5,6561
35,19,2916
33,22,3025
24,94,13924
7,11,324
60,40,10000
6,96,10404
93,73,27556
71,52,15129
20,76,9216
10,27,1369
41,31,5184
4,87,8281
0,55,3025
41,36,5929
20,59,6241
29,92,14641
100,27,16129
42,60,10404
97,69,27556
96,99,38025
34,13,2209
65,38,10609
98,18,13456
57,54,12321
73,53,15876
89,77,27556
16,58,5476
15,3,324
92,41,17689
89,34,15129
53,99,23104
12,49,3721
41,39,6400
92,9,10201
37,15,2704
36,89,15625
83,14,9409
15,59,5476
28,6,1156
0,9,81
22,39,3721
47,9,3136
82,98,32400
99,81,32400
91,21,12544
56,28,7056
51,20,5041
24,55,6241
72,42,12996
6,80,7396
35,80,13225
63,81,20736
70,44,12996
48,79,16129
35,54,7921
69,62,17161
22,51,5329
17,79,9216
40,18,3364
47,70,13689
42,79,14641
43,15,3364
9,82,8281
93,63,24336
79,94,29929
36,57,8649
40,72,12544
4,36,1600
6,32,1444
53,62,13225
11,22,1089
1,94,9025
21,34,3025
55,58,12769
91,22,12769
20,11,961
55,92,21609
80,99,32041
37,20,3249
7,31,1444
47,68,13225
36,62,9604
57,32,7921
28,61,7921
51,46,9409
24,96,14400
29,8,1369
86,43,16641
66,12,6084
61,24,7225
37,51,7744
56,61,13689
35,56,8281
53,2,3025
40,79,14161
20,24,1936
38,63,10201
55,79,17956
93,73,27556
70,84,23716
74,52,15876
99,29,16384
76,25,10201
40,66,11236
9,5,196
3,70,5329
57,56,12769
30,35,4225
42,51,8649
42,11,2809
15,70,7225
64,55,14161
57,76,17689
97,13,12100
37,92,16641
59,69,16384
73,44,13689
43,69,12544
5,16,441
16,12,784
71,68,19321
83,2,7225
47,40,7569
58,32,8100
25,35,3600
85,93,31684
77,81,24964
65,11,5776
37,94,17161
99,78,31329
19,87,11236
65,5,4900
43,40,6889
17,72,7921
60,11,5041
11,60,5041
29,2,961
15,64,6241
89,62,22801
46,31,5929
64,8,5184
22,54,5776
52,54,11236
75,92,27889
54,11,4225
72,48,14400
94,68,26244
68,12,6400
88,7,9025
13,42,3025
9,66,5625
54,84,19044
53,34,7569
41,28,4761
61,35,9216
21,7,784
53,67,14400
77,12,7921
91,79,28900
100,21,14641
99,31,16900
49,26,5625
58,98,24336
32,99,17161
95,99,37636
76,35,12321
22,12,1156
84,36,14400
63,69,17424
70,16,7396
10,49,3481
24,28,2704
62,37,9801
95,79,30276
86,86,29584
34,68,10404
97,43,19600
51,81,17424
20,12,1024
1,82,6889
0,4,16
21,1,484
62,90,23104
3,71,5476
46,18,4096
68,30,9604
34,84,13924
44,33,5929
94,70,26896
65,54,14161
4,51,3025
44,80,15376
64,11,5625
95,53,21904
10,26,1296
4,56,3600
7,66,5329
80,6,7396
4,11,225
6,95,10201
19,69,7744
95,16,12321
51,42,8649
52,86,19044
86,64,22500
77,81,24964
70,19,7921
8,78,7396
57,55,12544
69,95,26896
3,33,1296
86,71,24649
9,81,8100
37,57,8836
21,43,4096
62,86,21904
100,65,27225
76,33,11881
25,0,625
96,98,37636
20,78,9604
5,80,7225
86,85,29241
77,75,23104
11,27,1444
28,67,9025
55,3,3364
19,92,12321
60,79,19321
85,99,33856
4,81,7225
11,37,2304
73,36,11881
3,3,36
49,39,7744
26,33,3481
79,86,27225
32,29,3721
16,95,12321
33,11,1936
74,100,30276
90,53,20449
67,40,11449
18,25,1849
74,42,13456
66,60,15876
66,31,9409
12,38,2500
83,0,6889
26,100,15876
9,51,3600
54,61,13225
12,60,5184
64,67,17161
78,60,19044
87,66,23409
92,52,20736
86,50,18496
58,14,5184
62,32,8836
48,4,2704
37,93,16900
26,90,13456
17,37,2916
88,26,12996
46,19,4225
83,16,9801
16,10,676
21,54,5625
69,97,27556
76,23,9801
91,57,21904
65,8,5329
92,14,11236
85,33,13924
29,91,14400
90,19,11881
89,32,14641
68,76,20736
8,28,1296
21,99,14400
57,80,18769
92,39,17161
8,87,9025
43,12,3025
77,42,14161
99,40,19321
86,50,18496
75,57,17424
37,41,6084
27,96,15129
74,76,22500
14,37,2601
97,69,27556
38,50,7744
14,37,2601
47,74,14641
21,18,1521
96,42,19044
87,6,8649
76,52,16384
45,20,4225
97,53,22500
37,43,6400
69,48,13689
35,94,16641
91,91,33124
33,42,5625
57,52,11881
13,64,5929
37,77,12996
32,46,6084
38,20,3364
89,16,11025
81,37,13924
95,100,38025
95,2,9409
14,37,2601
3,95,9604
24,59,6889
54,79,17689
19,96,13225
68,34,10404
27,81,11664
40,61,10201
5,51,3136
