6288,4014,10302,2274
777,9267,10044,8490
1270,1270,2540,0
2551,4077,6628,1526
3227,5286,8513,2059
2788,1880,4668,908
9374,7140,16514,2234
9905,6088,15993,3817
7361,1872,9233,5489
4123,3695,7818,428
2179,4939,7118,2760
3660,1758,5418,1902
2460,6443,8903,3983
9408,9776,19184,368
3757,982,4739,2775
5065,7008,12073,1943
7258,826,8084,6432
8848,8457,17305,391
5433,1502,6935,3931
4142,8956,13098,4814
8696,501,9197,8195
4876,4008,8884,868
1616,7399,9015,5783
3190,7839,11029,4649
6268,8439,14707,2171
4659,8419,13078,3760
6228,4750,10978,1478
7940,2222,10162,5718
831,8624,9455,7793
293,4686,4979,4393
5673,4783,10456,890
73,4784,4857,4711
86,7209,7295,7123
7546,7192,14738,354
1134,3170,4304,2036
3961,7822,11783,3861
3089,4496,7585,1407
7059,6356,13415,703
6296,9609,15905,3313
666,5772,6438,5106
4788,7748,12536,2960
8432,8820,17252,388
4136,6681,10817,2545
7865,9319,17184,1454
8333,1814,10147,6519
9153,3035,12188,6118
3382,3083,6465,299
747,6847,7594,6100
7921,6046,13967,1875
8333,3525,11858,4808
781,5201,5982,4420
4666,2222,6888,2444
5702,526,6228,5176
8516,8293,16809,223
5996,6688,12684,692
7415,8124,15539,709
2504,2539,5043,35
9458,8571,18029,887
5449,1355,6804,4094
621,7400,8021,6779
9873,3496,13369,6377
6197,4275,10472,1922
4977,894,5871,4083
987,2531,3518,1544
9981,302,10283,9679
3003,6084,9087,3081
8560,5206,13766,3354
1553,3764,5317,2211
3043,4893,7936,1850
4579,8403,12982,3824
4661,363,5024,4298
6716,5581,12297,1135
2893,8627,11520,5734
9904,1896,11800,8008
6167,7326,13493,1159
5525,7228,12753,1703
453,8088,8541,7635
2597,900,3497,1697
9,4116,4125,4107
7809,8661,16470,852
6144,1666,7810,4478
2093,1369,3462,724
9800,4889,14689,4911
4299,686,4985,3613
6939,2921,9860,4018
2414,4578,6992,2164
3476,9015,12491,5539
7778,323,8101,7455
129,4979,5108,4850
2516,5736,8252,3220
7193,5723,12916,1470
1421,9469,10890,8048
9064,2582,11646,6482
9612,8197,17809,1415
3277,4858,8135,1581
4447,7124,11571,2677
4219,6471,10690,2252
6755,4946,11701,1809
9654,2718,12372,6936
5208,7430,12638,2222
7896,6260,14156,1636
1316,7988,9304,6672
9872,6348,16220,3524
4743,1331,6074,3412
3590,8338,11928,4748
3059,7207,10266,4148
3901,8331,12232,4430
191,6995,7186,6804
4479,5004,9483,525
9507,3865,13372,5642
8375,1483,9858,6892
4285,9685,13970,5400
1852,7092,8944,5240
1287,1252,2539,35
4822,3339,8161,1483
1574,17,1591,1557
9498,6726,16224,2772
6929,6091,13020,838
624,6195,6819,5571
2533,5243,7776,2710
2145,3301,5446,1156
9479,2988,12467,6491
4765,313,5078,4452
5267,5416,10683,149
9083,4854,13937,4229
1819,8285,10104,6466
6887,2143,9030,4744
6493,3051,9544,3442
6714,762,7476,5952
4418,1583,6001,2835
7062,949,8011,6113
1130,4611,5741,3481
3336,7551,10887,4215
5832,1504,7336,4328
7323,9650,16973,2327
446,2570,3016,2124
2247,412,2659,1835
1739,3121,4860,1382
4044,964,5008,3080
9008,5464,14472,3544
7526,4825,12351,2701
5211,688,5899,4523
6016,6984,13000,968
555,4560,5115,4005
1919,1305,3224,614
3647,6460,10107,2813
5178,1548,6726,3630
3616,5778,9394,2162
8391,8443,16834,52
3761,4397,8158,636
8364,7827,16191,537
1293,9321,10614,8028
2141,6896,9037,4755
4000,4142,8142,142
2322,3034,5356,712
7044,7788,14832,744
8954,299,9253,8655
4631,3554,8185,1077
8007,5634,13641,2373
5792,6440,12232,648
464,1826,2290,1362
4838,7941,12779,3103
4616,1552,6168,3064
3371,5278,8649,1907
6429,6641,13070,212
6814,5113,11927,1701
1817,1383,3200,434
7684,7747,15431,63
7995,5257,13252,2738
8896,4565,13461,4331
5895,2025,7920,3870
20,2938,2958,2918
6444,8917,15361,2473
6551,3899,10450,2652
4219,7148,11367,2929
8578,7312,15890,1266
8125,6730,14855,1395
4937,3184,8121,1753
6516,4655,11171,1861
1084,9830,10914,8746
727,678,1405,49
5426,6370,11796,944
7616,766,8382,6850
7471,5096,12567,2375
7518,8783,16301,1265
6410,3737,10147,2673
2987,7749,10736,4762
8801,9777,18578,976
9065,4208,13273,4857
1096,7809,8905,6713
471,5412,5883,4941
9537,6275,15812,3262
1128,3590,4718,2462
8173,5645,13818,2528
4212,1332,5544,2880
77,2392,2469,2315
8782,2371,11153,6411
4809,4516,9325,293
8325,9906,18231,1581
2357,917,3274,1440
2153,3694,5847,1541
5725,7542,13267,1817
1322,5268,6590,3946
7739,8826,16565,1087
4795,7422,12217,2627
4416,5524,9940,1108
4355,9759,14114,5404
1355,4866,6221,3511
160,2983,3143,2823
9164,7272,16436,1892
4314,8121,12435,3807
4842,1430,6272,3412
6847,3788,10635,3059
4929,8518,13447,3589
4572,6726,11298,2154
7982,2306,10288,5676
6644,8609,15253,1965
8712,6775,15487,1937
3080,6554,9634,3474
6394,1496,7890,4898
8786,1042,9828,7744
8506,7440,15946,1066
4245,752,4997,3493
5750,9563,15313,3813
8868,9931,18799,1063
1881,4229,6110,2348
9567,6324,15891,3243
2665,7690,10355,5025
8155,6142,14297,2013
4936,5261,10197,325
9680,8201,17881,1479
3027,2871,5898,156
4397,3772,8169,625
4792,5785,10577,993
8230,529,8759,7701
8387,5281,13668,3106
2563,2550,5113,13
3278,8420,11698,5142
1043,5585,6628,4542
2165,9423,11588,7258
4876,9450,14326,4574
7373,1889,9262,5484
1109,4228,5337,3119
4607,6136,10743,1529
7357,3482,10839,3875
2889,5359,8248,2470
3194,7495,10689,4301
1571,6132,7703,4561
8330,9911,18241,1581
5375,7922,13297,2547
5563,7654,13217,2091
1783,3924,5707,2141
477,2681,3158,2204
714,2986,3700,2272
4672,7691,12363,3019
8001,212,8213,7789
2220,1798,4018,422
778,3627,4405,2849
7173,2898,10071,4275
3778,1980,5758,1798
4442,4926,9368,484
2915,125,3040,2790
5294,9620,14914,4326
8706,4556,13262,4150
7495,3591,11086,3904
4713,2597,7310,2116
1225,2289,3514,1064
344,1519,1863,1175
6267,1016,7283,5251
3405,5637,9042,2232
6894,6544,13438,350
2813,6213,9026,3400
5113,1473,6586,3640
8706,679,9385,8027
707,3108,3815,2401
5093,3679,8772,1414
3911,4905,8816,994
9410,1861,11271,7549
7278,8009,15287,731
3344,3504,6848,160
3453,4518,7971,1065
133,2975,3108,2842
5787,6319,12106,532
7775,2980,10755,4795
4276,7633,11909,3357
4758,6854,11612,2096
5665,108,5773,5557
8507,803,9310,7704
2090,2144,4234,54
1428,7294,8722,5866
2652,4426,7078,1774
7218,2387,9605,4831
9476,2827,12303,6649
2726,95,2821,2631
7829,4446,12275,3383
7513,4371,11884,3142
5956,1013,6969,4943
121,1606,1727,1485
5648,149,5797,5499
1700,225,1925,1475
7993,2309,10302,5684
9485,1025,10510,8460
5656,3159,8815,2497
8525,8870,17395,345
6517,1863,8380,4654
4488,8320,12808,3832
5080,2727,7807,2353
3023,542,3565,2481
7814,1327,9141,6487
445,6590,7035,6145
9693,7655,17348,2038
7065,3698,10763,3367
6525,7468,13993,943
7754,4010,11764,3744
664,7764,8428,7100
6200,7267,13467,1067
4414,2271,6685,2143
7216,7098,14314,118
3748,7825,11573,4077
7727,2404,10131,5323
7255,2303,9558,4952
6635,5634,12269,1001
1147,8086,9233,6939
3203,7965,11168,4762
4153,2623,6776,1530
4619,1015,5634,3604
1497,7730,9227,6233
5524,649,6173,4875
2853,6949,9802,4096
6711,8602,15313,1891
5683,963,6646,4720
8064,4861,12925,3203
3238,3459,6697,221
3867,636,4503,3231
7447,229,7676,7218
8106,6971,15077,1135
5107,9624,14731,4517
4866,9918,14784,5052
896,8760,9656,7864
8444,1801,10245,6643
6306,260,6566,6046
7678,3684,11362,3994
8037,6301,14338,1736
4595,3955,8550,640
5218,4535,9753,683
7963,9739,17702,1776
4789,3157,7946,1632
6411,8410,14821,1999
5308,7115,12423,1807
8315,1885,10200,6430
7770,6520,14290,1250
4913,5308,10221,395
6665,6673,13338,8
1293,4382,5675,3089
5451,736,6187,4715
9636,9832,19468,196
6773,9056,15829,2283
5919,9257,15176,3338
7866,8979,16845,1113
6557,4009,10566,2548
3946,1750,5696,2196
9504,7820,17324,1684
9434,6128,15562,3306
2191,914,3105,1277
4845,4819,9664,26
201,6471,6672,6270
8582,6331,14913,2251
262,3611,3873,3349
7474,4033,11507,3441
7577,3967,11544,3610
3027,828,3855,2199
8097,3554,11651,4543
9591,5696,15287,3895
7232,8663,15895,1431
4394,593,4987,3801
9929,1168,11097,8761
8465,5721,14186,2744
4529,9257,13786,4728
6531,9893,16424,3362
728,2569,3297,1841
3699,805,4504,2894
6880,9262,16142,2382
7203,5736,12939,1467
5023,9843,14866,4820
7141,7032,14173,109
5384,6287,11671,903
1203,2993,4196,1790
5091,7031,12122,1940
5514,9078,14592,3564
2879,70,2949,2809
7900,1057,8957,6843
9237,5336,14573,3901
3124,2246,5370,878
987,5757,6744,4770
7602,5905,13507,1697
4365,1019,5384,3346
8921,6027,14948,2894
5272,6779,12051,1507
8068,8812,16880,744
357,4994,5351,4637
715,8,723,707
9962,1883,11845,8079
5777,4627,10404,1150
2538,2741,5279,203
1881,437,2318,1444
9186,2884,12070,6302
4523,5780,10303,1257
2910,494,3404,2416
5789,1798,7587,3991
1011,8353,9364,7342
1436,7739,9175,6303
523,5640,6163,5117
6641,4529,11170,2112
7731,5213,12944,2518
5937,3962,9899,1975
5833,7678,13511,1845
4990,1636,6626,3354
6283,38,6321,6245
5609,2055,7664,3554
9888,8068,17956,1820
8416,1064,9480,7352
9507,9716,19223,209
6844,7596,14440,752
7279,4201,11480,3078
8943,5493,14436,3450
7408,1348,8756,6060
1747,6246,7993,4499
6411,9222,15633,2811
8284,4993,13277,3291
5092,4938,10030,154
2730,3719,6449,989
3717,5111,8828,1394
4078,7299,11377,3221
3938,6238,10176,2300
5592,5848,11440,256
8443,3287,11730,5156
5929,6924,12853,995
4573,6150,10723,1577
6168,9299,15467,3131
9593,6077,15670,3516
881,3863,4744,2982
9163,6156,15319,3007
1051,7923,8974,6872
412,8782,9194,8370
3341,4381,7722,1040
4472,289,4761,4183
8170,8220,16390,50
319,9140,9459,8821
4527,8718,13245,4191
3396,7091,10487,3695
9582,523,10105,9059
8713,1416,10129,7297
7799,1530,9329,6269
8067,7993,16060,74
7220,9021,16241,1801
2573,7585,10158,5012
3685,3581,7266,104
369,6886,7255,6517
5810,6918,12728,1108
204,8435,8639,8231
2394,4015,6409,1621
7662,1962,9624,5700
4303,6032,10335,1729
8374,2098,10472,6276
8232,8429,16661,197
8951,8240,17191,711
4173,568,4741,3605
1209,8581,9790,7372
6577,9916,16493,3339
3135,5562,8697,2427
1707,7771,9478,6064
